Telegram Update ID,Telegram Chatroom ID,Telegram Chatroom Name,Telegram Message ID,Contributor Name,Project Name,Contribution Made,Rubric classification,TDGs Provisioned,Status,"TDGs Issued
(reviewed by Governor) ",Status date,"Main Ledger 
Line Number",Scoring Hash Key,Telegram File IDs,Edgar Signature Verification,External API call status,External API call response
Edgar_20251011070357_145,-1002190388985,Edgar Direct,Edgar_20251011070357_146,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 60
- Description: Just extended Edgar to handle content marketing efforts on our Blog. https://docs.google.com/spreadsheets/d/1ghZXeMqFq97Vl6yLKrtDmMQdQkd-4EN5yQs34NA_sBQ/edit?gid=1735486924#gid=1735486924 It generates the blog post and leaves it as a draft. We can then prompt it to adjust the content based on the additional context which it finds appropriate https://github.com/TrueSightDAO/agroverse_content_schedule/pull/5
- Contributor(s): Gary Teh
- TDG Issued: 100.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: W/EteGw+E9tcNnZqhutA6B/YvolC7IfQOn10VIGIPN1SQt1xp0XHGc84OOaBDaGdG4KcdMsN9R2BF7wp67pAUGCFByKl1zkLrpeS+MOZaGpwehpEhVwNoL74kmgT36uf/u4DqBx67GksbdUk0/7JU6zNMwM9vvKTadB8OTE42nHd099jjrO4zo/ZRgrABcqoVvG2ULxtM4si00aGf/DoBDP3iw5PqHGFTKj1FWUeRabhLWbyo/pe5Wo4aulZXLe6q/pTVTQauK5jy1CAQa0c4nFspY8T6GUgXxBKlObbPJVDrGizSIdU+kZnC3qUg5CtN60jczPR761FvxpYKY3Gqg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,iVkWCM9CautqGWDhuu04,,success,,
Edgar_20251011172419_147,-1002190388985,Edgar Direct,Edgar_20251011172419_148,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 5
- Description: Asked for Kirsten help to pack bars into bags
- Contributor(s): Gary Teh
- TDG Issued: 8.33
- Attached Filename: IMG_3127.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251011172352_gary_teh_img_3127.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: W3WuzhO2CNYIAFCo+ISAQz2e5fC5nnlJSjLfpjT2zJvXduHz07+CY1Nn65eGtdgbTxST8nwhIb74xY/LWKaHGZ9/DGZsHwt7+H2KdVw5Cy5Dyham6IlQBny8KmyAF6eiYAHt57uocV8I7PbmtKh3YM8Vi/c4sfrQRU7kOeqtTmyNr2QsYwMRWoOKHBhDzvY4Q3Qz2LtpiS1d8Vlz6tiXv0QIzboxwrU6lY0j9litThzOlYiUYfiHKhctfQdCsfdEo0L0rYfT2/rCMSEh4b/Fy14Hc48ho68pJFGRccwqmhVb4gmgWbkYn/iTi1oaiM3OYJytUPbfGj7i3hDffBISTw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,83BAGUCVlAI5s2XM0NJk,,success,,
Edgar_20251011180506_149,-1002190388985,Edgar Direct,Edgar_20251011180506_150,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 10
- Description: *QR code issue event*25 QR codes were issued for the bags of ceremonial cacao that Kirsten will be assembling using 10 bars of 500 gram ceremonial cacao in our San Francisco warehousing facility https://truesight.me/physical-assets/serializedLines 979 to Lines 1003 Code changes https://github.com/TrueSightDAO/tokenomics/pull/159
- Contributor(s): Gary Teh
- TDG Issued: 16.67
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: gRR2z40Ar5lgoewu73Lt1N+zShi/5o8G/hBOlSqeepeaaa/HR9Z3GjxFPex1a/phgIALow9j/6zWi/MFoB6hmYfl+J2dLV08BWxvRQoyOB7HSip9dNGdtcn7YfIqrRLXPPx+3huXNuaUoe6Nuly9X1sVcKK2kQ0a6k712kpBG9+nO7yeudD2BcVBlQtZeqdpTIp0g6pk2f5rNaDm3fd7sI+lNYLc2QLMiRgT7fB4Y0kt8V0TustTdadTXen94yQc1Gn1Qx1A2s5d75SlxbIbKvCrFh5vnQ3x6GDNSC2wmYfuElZg9ck4Nd9G7LzLnUs3xaNuKswZcQNP7A5m4gbovw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,ucAWnIKv3AwCu0ALAKju,,success,,
Edgar_20251011181321_151,-1002190388985,Edgar Direct,Edgar_20251011181321_152,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 10
- Description: Reposting this on Linkedin https://www.linkedin.com/feed/update/urn:li:activity:7382840331781906433/
- Contributor(s): Gary Teh
- TDG Issued: 16.67
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: bnt4g26y8E9ORJ0MOE26So2C9GJcOJPeZDgmKyeQ41rpKPXIA1b8Ipy87Y130fU3d90tNdSxCZ8YKqUiXq9PJV8NOr4xiiFrujaUqnTBSvHvlkNAeBxBbnPwHiBjwHf/USUqXJPVFU3QJOzXL1sSfORUe0prU5wAYsasEgqy9uJJ0uoap3bY34PKxz9SOhHAImKP77nRZIVMD6pEpBJ6Wh+Bn/iVNzVs++Yk0C6fKV+IqU5Aa1YZdx+QYH0BDS59pjAphHAy9g1tmyuG27MAYwYqiQj1X6hYpyDS9ZVL2N/v4ogDEMxxy96OvAbKjR/y7ZmmGpJD1iOCHfVsspGiJQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,fngIOb0eSW6o+NNy7zLH,,success,,
Edgar_20251011185325_153,-1002190388985,Edgar Direct,Edgar_20251011185325_154,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Edited and scheduled Instagram reel c9bbb11a
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: aGIOdF/zD/pNjhtzgE5uBXASHDiq2QaNV0OHP9sgB2qVaMeqWG1NtZikRsJvtXa+99XPWoS1PSwbRBnuiQtMC4PXUL9/jW3/XYxB6pTKgrva8uNtEoIVV3i3GczFLDfZG5clZibAd1t4DZ89tAo0zlhYBrobTcdle+QWNzS7XpFMdnA53NWApCS1BQBjSQoAHz0Jj14MLbvENsy2G+FkEuI+WBfGG8JSFHGqWyXcV5+/4sKuJALsLY4kL/ytryEBKfPNwMfELymf9+hmEoP9BByLMaAfogvZvbhkbvX52LDYlkP7jDqxg5ziSIpdzWAfo5b58FrCyy7yFfrXYFEClg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,WwWeXT7O0b7KSnh9iMi9,,success,,
Edgar_20251011200843_155,-1002190388985,Edgar Direct,Edgar_20251011200843_156,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 70
- Description: FaceTime discussion about product lines. Cacao beans, cacao liquor, ceremonial bars and 70% chocolate bars
- Contributor(s): Gary Teh, Kirsten Ritschel
- TDG Issued: 116.67
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: hLaoXGwanK/XZkfKgaqD2alO4hXY++OjhOtgoof0mw6pjUn2fqx5eRA296DWM7KRLH64G8TkB+7OWnSMVNnrKIgqDPyviOXcnMeuDnvI6Jj8MvQrAeXHZmiVOBQI8F2yod/iIjvQmqsNPhb2iEe9ERYxciEIIGRRfQcUta4ZEDgfMyUteWnHv9BSueFJVULDJWGMK52LoznNNsUQ30BJK1bCfb47PWuXZRSe1h4F0T2D5O7bHeCH2CpDKEUO1iqoAX3JN1uu+jnmVYfG7cdxQcUQL96IdHj1fOyUm53vaHO/zBDklFS8JO43Ur6P4rpidEJeWENlUG2uJf8ezpmmJw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251011,,p3jf6cR4Uso/i9q2Yrp5,,success,,
Edgar_20251012003001_157,-1002190388985,Edgar Direct,Edgar_20251012003001_158,Edgar,,"[DAO Inventory Expense Event]
- DAO Member Name: Gary Teh
- Latitude: 37.433241
- Longitude: -122.097282
- Inventory Type: USD
- Inventory Quantity: 8
- Description: Commission pay out 
- Attached Filename: IMG_3137.png
- Destination Expense File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/expense_20251012002957_gary_teh_img_3137.png
- Submission Source: https://dapp.truesight.me/report_dao_expenses.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: kKURwgmpPZqFUpmolMonrddYVPvrX6Iql+tg1kywUW5flhc+7lUvR4ZS+Zt/trpbZ61HNnv7C2wV5Uie2njHhHb457xgno2H5lmVJzYEc2tZO9mXyKIINycdZPk7XldxXi+HIOHxL+yQ61ygdj/AaLBWCkZqaBcKS5tzMDveTCSQpO3vAiaV4Cmad3VTV3ySYRvns2xrmkze+KNdhx39uDYxhNTKq5U+nGNTg1dWimLYmpvN/cftx6iQqRO1VKqyJ/FS6JcAftjmlquR5Hc/cpxS4PAFFfDPzvao/8ViimshE2YTsBu7ZYMH1Vicfi8DA3KZvdUXkCWwxOYANbgL0A==

This submission was generated using https://dapp.truesight.me/report_dao_expenses.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,iPGzYPOqDoapolP1U3fl,,success,,
Edgar_20251012003509_159,-1002190388985,Edgar Direct,Edgar_20251012003509_160,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Processed sales commission and performed sales analytics 
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: image.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251012003446_gary_teh_image.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: ChcWeYSh84oapD84GCZ3tZgSg5EhDO3GxhCsHU7p5DfxpqHtKQgGyqs+luWOE78KW7THXN8SnLNviEbd+Ep6xI6ll/K85ycgbiP02wFiP2eH87dVe8zmisRol/i8dHeTCGvXAai3BZKF/UDyJk+hUClqqCzfZvzFzoYXnP7fdfpZIzPOasIHKj0hkYIsXB0p6ADucXrbjOPpkOWQEfl4LKp8vGAYJjh+lPrfgSnAvsm8W4LY35XoIULygnvtCYZ3GQD1iqTXGUMw+NGKcxo504Z52yb8YZI6CJP+t8F6OhF7OFFQ3GrhW+2Ws43Qr0Ffd08LBvjx3ONFMoows8/qTw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,kgG7U40Ki9s1jc/o33If,,success,,
Edgar_20251012025800_161,-1002190388985,Edgar Direct,Edgar_20251012025800_162,Edgar,,"[QR CODE EVENT] 2024OSCAR_20250812_3 - this bag of cacao just sold by Kirsten Ritschel for $25.
- Attached Filename: scan.png
- Submission Source: https://dapp.truesight.me/scanner.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA9syaiNpSzEZ50tZDySq/5yf48KpJGJBj4TY0p3v+Osp8fZjTgXM0r50KTTuNzXoSmQROU98H0qiKwy6RrhLxz4tdin2xOanXHqGll2MWjsOJniJrMlZtxIZ2Rv2M8gegE1y26LgnTHasNEb4YkT/w1GzLihlu2c3SfIPShrqdvEeQ3hJ55JJ9c+JhBDPpgEos6P6RLJ68JWHz+YwVAm32rDBCo8RJFBLV70wLqaHyWn26YB2pZ4lwG2YUu8JazfDD4kB9qkfeHAzlJSV+RvxhqCCBiZC7l2MgSZDMLSRcCJccN84Oy6BbWZR+MJdKV8ljSW/YqUSeudBLjSCfReoLQIDAQAB

Request Transaction ID: c+eEHa6nKdREyvYh5MEMPz5y/VK8g1OYT3/Jz+Jns9qhlxupTJXxm0ytrpmkfUogi/wXZn58mtDpujj9AtKIEGD1cfLtLmlx2HHdEx3mMvPIqPYZoj+yhxiPE+QxSpXi7VGQdVSlE1DbViGBI5mA4KJpecMz124rx4BfpH50xhp2Ks8IKTXTlVS6Ff/uTCE1f6KOMyy4GYnGiRMmlHQgvaVIXeXcQgDjd/i1yPiQdu8VJOu2wEgOLSYKnEBrekqoFV3pcyN9dhK1XcvQb1WgXpvF7C/BBrQdlWJqZD7ZB04HoivoxpjaOKU7PsUzKJP9b2zyUMpbGKzihbufQzS8Iw==

This submission was generated using https://dapp.truesight.me/scanner.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,I9sPpGYdArV3sePg39Ev,,success,,
Edgar_20251012045252_163,-1002190388985,Edgar Direct,Edgar_20251012045252_164,Edgar,,"[SALES EVENT]
- Item: 2024PAULO_20250804_1
- Sales price: $22.05
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: C7pI3T0Rr5NzNFeDb4QVcmMo2UtxEjIEHcWoxq4aCUfCThyuwHcJFLIUEuEpjwBVDqpDENXigiz9c0J6Z951NrrkG8hHyeQgw+UbvoSKQU6Bns3OoKGIUPeRcCli2TWEYDH/gRsT87MT/mdCPPAGCkfCzAcROgqKZVWJRtnXscI50uCOesV5V/jXkIzk5TTtjQEk4w6rqg/m7BICYbIvJdBYciPEd+aA7TQ8cyil/mFqxpDa8eDaBbJ1wyLhZ2IohI9fELelEpiTGGlSYnWUS5OOx3tzSlY5thDkKoXB+xKKSMSlDInfac1Xs6oUBADiBN01HgFDK8kKFk7KZpAVdQ==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,RrNXA+a+GYZPAa3xYSEI,,success,,
Edgar_20251012045326_165,-1002190388985,Edgar Direct,Edgar_20251012045326_166,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250812_3
- Sales price: $22.05
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: WHKL4iIgJoMPLz9nwVtkE5iBvBZawmc3fr2FxIpfgEe2pIhtEsK45rQUddP0QdgqM7V9UWCSqzpiOyLMjgAKNc9elPuH/2YriH6xwfycJTMzHhM+s+I4TkEiNGahONHP3BPrFFV9CgHYwfzc4xeIH60u94lLfOg0BjeR9AtvuMFWGGLXtlie0yccgfX4/6VeHztMT4XQOc4kMnyHbBuywNNOJsUrgTzNINc9l0tNczn1QT1QujhH8lyNUC6ZJNJ167q2LXEKvRlk4qMqSbor7ZkKTNdr7uD5ByQVxB7XKJDjZFN0ZJ0iJN4gJpMcLQ9oaiHjtipSURfkGxs8vJDy7w==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,2WSJFUEr0pUjt3GiPr8h,,success,,
Edgar_20251012045343_167,-1002190388985,Edgar Direct,Edgar_20251012045343_168,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250812_4
- Sales price: $22.05
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: LX6aNPHLZlkqVKLRC6rOK0JUphdoscYASQCXt8uFmEpIuDa6NC9PpQNYg5C8uym2Z8tQfBWnGR/PpBnpJJUUrUp+J9sJVXE2/80Lbky5hXL79pGshnmWVgpFmhpBlGIQCaIYbDnUY6UJZZKP165fxuWWA3fC+fHfex6U2UBPa6CFMPsYFYfIQngQ3xiLyedfPWXIs4tUnpF8PPSqrtOP4TvkES4AHXPWrwT7abFREWNyItQgB9E8e3r/7bZ664/JmOUISfUQ087J8X2e9aImPhSIf0iQs39u6yIfVYYE6rijYe5oPddfoYzPOhwKUztSl+V2uF0Ng8rZcO1dh12eQg==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,lyLa6j4sRa6l5qHPRmEb,,success,,
Edgar_20251012045403_169,-1002190388985,Edgar Direct,Edgar_20251012045403_170,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_20
- Sales price: $22.05
- Sold by: Kirsten Ritschel
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: x+SRTi0rCAMnNnvHPahtjJKZjPAlbo95JNXmF1P0xvwYaXWqcsicZMxONEEuK03UcYp8nD8Ov6cTuxTNshDpLqAJS7kF/SUPWiUyA580toi5htlV6+mi9Wc9fRTXP8m2LfclMNC9pIp3MppZJYdaHpogd6Ou89h1Tf6WDtVcsu5dD8wgYsDLgtPhGbCfNfD+VG1Qg5MGIcTr1K8e0pSYNCHgOK9b5auvF/WXhsel/yq1Gy33y6HRD6XOxtuZnBJkWr/FB8LYJbJTCrptaL4DIS3JbYn/7xQ61vCWQopfJZv6eRjeBkqumXUW6ZxCUyr3ZFlr5RR6lzaC5AsIdRhM5g==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251012,,8iBG4fvB3hLKwpqgb80V,,success,,
